Currency,Date,"Exchange Rate"
USD,2020-04-09,199.7543
USD,2020-04-08,198.4216
USD,2020-04-06,194.8023
USD,2020-04-03,191.0000
USD,2020-04-02,190.0000
USD,2020-04-01,190.1563
USD,2020-03-31,188.6236
USD,2020-03-30,190.5000
USD,2020-03-27,189.2500
USD,2020-03-26,189.2500
USD,2020-03-25,189.2500
USD,2020-03-24,187.0000
USD,2020-03-23,187.0000
USD,2020-03-20,186.9384
USD,2020-03-19,184.9298
USD,2020-03-18,185.0854
USD,2020-03-17,183.6968
USD,2020-03-13,182.8203
USD,2020-03-12,182.4348
USD,2020-03-11,182.4495
USD,2020-03-10,181.8312
USD,2020-03-06,181.9223
USD,2020-03-05,182.0347
USD,2020-03-04,182.1086
USD,2020-03-03,182.0821
USD,2020-03-02,181.9261
USD,2020-02-28,181.8071
USD,2020-02-27,181.6870
USD,2020-02-26,181.7458
USD,2020-02-25,181.7795
USD,2020-02-24,181.8423
USD,2020-02-20,181.8976
USD,2020-02-19,181.6199
USD,2020-02-18,181.5334
USD,2020-02-17,181.4757
USD,2020-02-14,181.4571
USD,2020-02-13,181.4481
USD,2020-02-12,181.4240
USD,2020-02-11,181.4241
USD,2020-02-10,181.3709
USD,2020-02-07,181.3408
USD,2020-02-06,181.3973
USD,2020-02-05,181.4781
USD,2020-02-03,181.4017
USD,2020-01-31,181.5857
USD,2020-01-30,181.4984
USD,2020-01-29,181.5348
USD,2020-01-28,181.5275
USD,2020-01-27,181.4427
USD,2020-01-24,181.4156
USD,2020-01-23,181.4718
USD,2020-01-22,181.3344
USD,2020-01-21,181.3382
USD,2020-01-20,181.3097
USD,2020-01-17,181.3814
USD,2020-01-16,181.5279
USD,2020-01-14,181.3012
USD,2020-01-13,181.4054
USD,2020-01-09,181.4217
USD,2020-01-08,181.3102
USD,2020-01-07,181.4523
USD,2020-01-06,181.3198
USD,2020-01-03,181.3687
USD,2020-01-02,181.0280
USD,2020-01-01,181.5011
USD,2019-12-31,181.6340
USD,2019-12-30,181.3597
USD,2019-12-27,181.3709
USD,2019-12-26,181.3985
USD,2019-12-24,181.2940
USD,2019-12-23,181.3806
USD,2019-12-20,181.3295
USD,2019-12-19,181.1935
USD,2019-12-18,181.1156
USD,2019-12-17,181.2795
USD,2019-12-16,181.0586
USD,2019-12-13,180.8635
USD,2019-12-12,181.1914
USD,2019-12-10,181.2534
USD,2019-12-09,181.4231
USD,2019-12-06,181.2836
USD,2019-12-05,181.3196
USD,2019-12-04,181.4671
USD,2019-12-03,180.9742
USD,2019-12-02,180.8879
USD,2019-11-29,180.4323
USD,2019-11-28,181.0010
USD,2019-11-27,181.1855
USD,2019-11-26,180.4910
USD,2019-11-25,179.9723
USD,2019-11-22,179.4674
USD,2019-11-21,179.1466
USD,2019-11-20,179.2694
USD,2019-11-19,179.9096
USD,2019-11-18,180.2128
USD,2019-11-15,180.2548
USD,2019-11-14,180.1982
USD,2019-11-13,180.6983
USD,2019-11-08,180.9083
USD,2019-11-07,180.5518
USD,2019-11-06,180.0088
USD,2019-11-05,180.7581
USD,2019-11-04,181.2844
USD,2019-11-01,181.3352
USD,2019-10-31,181.6011
USD,2019-10-30,181.5614
USD,2019-10-29,181.4573
USD,2019-10-28,181.3109
USD,2019-10-25,181.1849
USD,2019-10-24,181.4849
USD,2019-10-23,181.6278
USD,2019-10-22,181.8116
USD,2019-10-21,181.9793
USD,2019-10-18,182.0273
USD,2019-10-17,181.8746
USD,2019-10-16,181.7571
USD,2019-10-15,180.7469
USD,2019-10-14,180.6777
USD,2019-10-11,180.6293
USD,2019-10-10,180.4535
USD,2019-10-09,180.6316
USD,2019-10-08,181.0633
USD,2019-10-07,181.4570
USD,2019-10-04,181.6494
USD,2019-10-03,182.1190
USD,2019-10-02,182.3272
USD,2019-10-01,181.9427
USD,2019-09-30,181.9272
USD,2019-09-27,181.7509
USD,2019-09-26,181.4791
USD,2019-09-25,181.4365
USD,2019-09-24,181.2799
USD,2019-09-23,181.0995
USD,2019-09-20,180.9846
USD,2019-09-19,180.8088
USD,2019-09-18,180.6267
USD,2019-09-17,180.4781
USD,2019-09-16,180.3466
USD,2019-09-12,180.3541
USD,2019-09-11,180.3981
USD,2019-09-10,180.5674
USD,2019-09-09,180.8506
USD,2019-09-06,180.6611
USD,2019-09-05,180.5399
USD,2019-09-04,180.2128
USD,2019-09-03,179.6846
USD,2019-09-02,180.0171
USD,2019-08-30,180.7243
USD,2019-08-29,180.0718
USD,2019-08-28,179.6824
USD,2019-08-27,179.8292
USD,2019-08-26,179.9776
USD,2019-08-23,179.4669
USD,2019-08-22,178.3839
USD,2019-08-21,177.7501
USD,2019-08-20,177.3646
USD,2019-08-19,177.0103
USD,2019-08-16,177.0430
USD,2019-08-15,176.9031
USD,2019-08-13,176.8472
USD,2019-08-09,177.3123
USD,2019-08-08,177.5744
USD,2019-08-07,177.2986
USD,2019-08-06,176.8192
USD,2019-08-05,176.5943
USD,2019-08-02,176.4103
USD,2019-08-01,176.3463
USD,2019-07-31,176.2420
USD,2019-07-30,176.1860
USD,2019-07-29,176.1722
USD,2019-07-26,176.1621
USD,2019-07-25,176.1681
USD,2019-07-24,176.0787
USD,2019-07-23,175.8648
USD,2019-07-22,175.8185
USD,2019-07-19,175.6818
USD,2019-07-18,175.6897
USD,2019-07-17,175.6066
USD,2019-07-15,175.5101
USD,2019-07-12,175.4623
USD,2019-07-11,175.5204
USD,2019-07-10,175.9131
USD,2019-07-09,176.1689
USD,2019-07-08,176.1646
USD,2019-07-05,176.0788
USD,2019-07-04,176.0964
USD,2019-07-03,176.3445
USD,2019-07-02,176.3296
USD,2019-07-01,176.5246
USD,2019-06-28,176.5424
USD,2019-06-27,176.5776
USD,2019-06-26,176.4128
USD,2019-06-25,176.6818
USD,2019-06-24,176.7773
USD,2019-06-21,176.6842
USD,2019-06-20,176.7650
USD,2019-06-19,176.8237
USD,2019-06-18,176.8799
USD,2019-06-17,176.7413
USD,2019-06-14,176.6075
USD,2019-06-13,176.4977
USD,2019-06-12,176.4514
USD,2019-06-11,176.4789
USD,2019-06-10,176.4305
USD,2019-06-07,176.4107
USD,2019-06-06,176.4209
USD,2019-06-04,176.5159
USD,2019-06-03,176.4889
USD,2019-05-31,176.4128
USD,2019-05-30,176.2329
USD,2019-05-29,176.3195
USD,2019-05-28,176.1232
USD,2019-05-27,176.4884
USD,2019-05-24,176.6843
USD,2019-05-23,176.6620
USD,2019-05-22,176.1838
USD,2019-05-21,175.8892
USD,2019-05-17,176.2791
USD,2019-05-16,176.4147
USD,2019-05-15,176.7966
USD,2019-05-14,176.5361
USD,2019-05-13,176.1648
USD,2019-05-10,175.5290
USD,2019-05-09,176.1030
USD,2019-05-08,177.2202
USD,2019-05-07,177.6200
USD,2019-05-06,176.9390
USD,2019-05-03,176.8017
USD,2019-05-02,175.9381
USD,2019-04-30,175.4635
USD,2019-04-29,175.2400
USD,2019-04-26,175.0153
USD,2019-04-25,174.7458
USD,2019-04-24,174.5900
USD,2019-04-23,174.7604
USD,2019-04-22,174.4335
USD,2019-04-18,174.6659
USD,2019-04-17,174.6477
USD,2019-04-16,174.6152
USD,2019-04-12,174.6648
USD,2019-04-11,174.7157
USD,2019-04-10,174.7282
USD,2019-04-09,174.7209
USD,2019-04-08,174.8440
USD,2019-04-05,174.7415
USD,2019-04-04,174.6211
USD,2019-04-03,174.5033
USD,2019-04-02,174.7519
USD,2019-04-01,175.5550
USD,2019-03-29,176.1300
USD,2019-03-28,176.4251
USD,2019-03-27,177.8233
USD,2019-03-26,178.1560
USD,2019-03-25,178.0969
USD,2019-03-22,178.1267
USD,2019-03-21,178.4624
USD,2019-03-19,178.4080
USD,2019-03-18,178.7486
USD,2019-03-15,178.8800
USD,2019-03-14,178.9307
USD,2019-03-13,178.7689
USD,2019-03-12,178.5096
USD,2019-03-11,178.3794
USD,2019-03-08,178.4507
USD,2019-03-07,178.5012
USD,2019-03-06,179.5852
USD,2019-03-05,179.6806
USD,2019-03-01,180.1021
USD,2019-02-28,179.7994
USD,2019-02-27,179.8414
USD,2019-02-26,179.7118
USD,2019-02-25,179.4820
USD,2019-02-22,179.5583
USD,2019-02-21,179.6042
USD,2019-02-20,179.6789
USD,2019-02-18,178.7021
USD,2019-02-15,178.6319
USD,2019-02-14,178.5202
USD,2019-02-13,178.2212
USD,2019-02-12,177.7812
USD,2019-02-11,177.9469
USD,2019-02-08,177.5755
USD,2019-02-07,178.0456
USD,2019-02-06,177.8240
USD,2019-02-05,177.5497
USD,2019-02-01,178.7208
USD,2019-01-31,179.8821
USD,2019-01-30,181.5259
USD,2019-01-29,181.6271
USD,2019-01-28,181.6262
USD,2019-01-25,181.8987
USD,2019-01-24,182.2630
USD,2019-01-23,181.8500
USD,2019-01-22,181.7506
USD,2019-01-21,181.7405
USD,2019-01-18,182.3121
USD,2019-01-17,182.3850
USD,2019-01-16,182.2205
USD,2019-01-14,181.8156
USD,2019-01-11,182.2920
USD,2019-01-10,182.6258
USD,2019-01-09,182.4676
USD,2019-01-08,182.5069
USD,2019-01-07,182.8278
USD,2019-01-04,182.8783
USD,2019-01-03,182.8568
USD,2019-01-02,182.5464
USD,2019-01-01,182.9113
USD,2018-12-31,182.7499
USD,2018-12-28,182.2783
USD,2018-12-27,181.7208
USD,2018-12-26,181.4720
USD,2018-12-24,181.2244
USD,2018-12-21,180.7979
USD,2018-12-20,180.4000
USD,2018-12-19,180.0312
USD,2018-12-18,179.8466
USD,2018-12-17,179.8685
USD,2018-12-14,179.6566
USD,2018-12-13,179.4668
USD,2018-12-12,179.1527
USD,2018-12-11,178.8981
USD,2018-12-10,178.8155
USD,2018-12-07,179.1104
USD,2018-12-06,179.1033
USD,2018-12-05,178.9267
USD,2018-12-04,178.8232
USD,2018-12-03,179.6165
USD,2018-11-30,179.6722
USD,2018-11-29,180.0474
USD,2018-11-28,180.3916
USD,2018-11-27,180.1114
USD,2018-11-26,179.4631
USD,2018-11-23,178.3986
USD,2018-11-21,177.1682
USD,2018-11-19,176.5966
USD,2018-11-16,176.4816
USD,2018-11-15,176.2254
USD,2018-11-14,176.0527
USD,2018-11-13,175.5942
USD,2018-11-12,175.2614
USD,2018-11-09,175.1377
USD,2018-11-08,174.8183
USD,2018-11-07,174.5314
USD,2018-11-05,174.3420
USD,2018-11-02,174.4937
USD,2018-11-01,175.3557
USD,2018-10-31,174.3762
USD,2018-10-30,173.9718
USD,2018-10-29,172.9639
USD,2018-10-26,172.8276
USD,2018-10-25,172.7322
USD,2018-10-23,172.1625
USD,2018-10-22,171.6692
USD,2018-10-19,171.2367
USD,2018-10-18,170.9331
USD,2018-10-17,170.9227
USD,2018-10-16,170.3548
USD,2018-10-15,170.9078
USD,2018-10-12,171.3456
USD,2018-10-11,171.3034
USD,2018-10-10,170.9457
USD,2018-10-09,170.6859
USD,2018-10-08,170.2896
USD,2018-10-05,170.0072
USD,2018-10-04,169.5961
USD,2018-10-03,169.2425
USD,2018-10-02,169.1966
USD,2018-10-01,169.2762
USD,2018-09-28,169.2383
USD,2018-09-27,168.8687
USD,2018-09-26,168.8030
USD,2018-09-25,168.6420
USD,2018-09-21,168.0316
USD,2018-09-20,166.4663
USD,2018-09-19,165.6326
USD,2018-09-18,164.4062
USD,2018-09-17,163.1284
USD,2018-09-14,162.8050
USD,2018-09-13,162.5011
USD,2018-09-12,162.2853
USD,2018-09-11,162.3613
USD,2018-09-10,161.7706
USD,2018-09-07,161.9807
USD,2018-09-06,162.0424
USD,2018-09-05,161.8671
USD,2018-09-04,161.5684
USD,2018-09-03,161.4909
USD,2018-08-31,161.4730
USD,2018-08-30,161.3587
USD,2018-08-29,161.2647
USD,2018-08-28,161.0916
USD,2018-08-27,160.8731
USD,2018-08-24,160.8000
USD,2018-08-23,160.6166
USD,2018-08-21,160.5960
USD,2018-08-20,160.4660
USD,2018-08-17,160.4394
USD,2018-08-16,160.1768
USD,2018-08-15,160.1096
USD,2018-08-14,160.0946
USD,2018-08-13,160.0429
USD,2018-08-10,160.0374
USD,2018-08-09,159.8744
USD,2018-08-08,159.8027
USD,2018-08-07,159.8590
USD,2018-08-06,159.8111
USD,2018-08-03,159.6628
USD,2018-08-02,159.5855
USD,2018-08-01,159.7491
USD,2018-07-31,159.7087
USD,2018-07-30,159.6120
USD,2018-07-26,159.5434
USD,2018-07-25,159.4795
USD,2018-07-24,159.5204
USD,2018-07-23,160.0312
USD,2018-07-20,159.9869
USD,2018-07-19,160.0100
USD,2018-07-18,159.8951
USD,2018-07-17,159.8200
USD,2018-07-16,159.4635
USD,2018-07-13,159.3721
USD,2018-07-12,159.3652
USD,2018-07-11,159.3281
USD,2018-07-10,159.2333
USD,2018-07-09,159.0784
USD,2018-07-06,158.8105
USD,2018-07-05,158.5859
USD,2018-07-04,158.4355
USD,2018-07-03,158.4435
USD,2018-07-02,158.3634
USD,2018-06-29,158.2569
USD,2018-06-28,158.6676
USD,2018-06-26,158.6426
USD,2018-06-25,158.9913
USD,2018-06-22,159.6106
USD,2018-06-21,160.0279
USD,2018-06-20,159.8939
USD,2018-06-19,159.8239
USD,2018-06-18,159.8809
USD,2018-06-14,159.6003
USD,2018-06-13,159.6587
USD,2018-06-12,159.1135
USD,2018-06-11,158.9143
USD,2018-06-08,158.8323
USD,2018-06-07,158.6360
USD,2018-06-06,158.5708
USD,2018-06-05,158.5126
USD,2018-06-04,158.5905
USD,2018-06-01,158.1255
USD,2018-05-31,158.0900
USD,2018-05-30,157.9986
USD,2018-05-28,158.0433
USD,2018-05-25,158.0561
USD,2018-05-24,157.9682
USD,2018-05-23,157.8943
USD,2018-05-22,157.8376
USD,2018-05-21,157.8118
USD,2018-05-18,158.0664
USD,2018-05-17,158.5077
USD,2018-05-16,158.0362
USD,2018-05-15,157.9215
USD,2018-05-14,157.8822
USD,2018-05-11,157.8791
USD,2018-05-10,157.7914
USD,2018-05-09,157.5276
USD,2018-05-08,157.7261
USD,2018-05-04,157.8326
USD,2018-05-03,157.7781
USD,2018-05-02,157.7642
USD,2018-05-01,157.4737
USD,2018-04-27,157.6459
USD,2018-04-26,157.4628
USD,2018-04-25,157.1356
USD,2018-04-24,156.7727
USD,2018-04-23,156.3441
USD,2018-04-20,156.2545
USD,2018-04-19,156.4220
USD,2018-04-18,156.3307
USD,2018-04-17,155.9267
USD,2018-04-16,155.7456
USD,2018-04-12,155.7097
USD,2018-04-11,155.5679
USD,2018-04-10,155.5146
USD,2018-04-09,155.5327
USD,2018-04-06,155.5234
USD,2018-04-05,156.0464
USD,2018-04-04,155.4869
USD,2018-04-03,155.3218
USD,2018-04-02,155.8286
USD,2018-03-29,155.9725
USD,2018-03-28,156.0632
USD,2018-03-27,156.1261
USD,2018-03-26,156.1428
USD,2018-03-23,156.0539
USD,2018-03-22,155.9482
USD,2018-03-21,156.1578
USD,2018-03-20,156.1535
USD,2018-03-19,156.0808
USD,2018-03-16,155.9768
USD,2018-03-15,155.8155
USD,2018-03-14,155.7566
USD,2018-03-13,155.6067
USD,2018-03-12,155.4780
USD,2018-03-09,155.5392
USD,2018-03-08,155.2665
USD,2018-03-07,155.0849
USD,2018-03-06,155.1488
USD,2018-03-05,155.2269
USD,2018-03-02,154.9780
USD,2018-02-28,154.8718
USD,2018-02-27,155.0075
USD,2018-02-26,155.2474
USD,2018-02-23,155.2255
USD,2018-02-22,155.3944
USD,2018-02-21,155.3787
USD,2018-02-20,155.2901
USD,2018-02-19,155.0773
USD,2018-02-16,155.3239
USD,2018-02-15,155.5955
USD,2018-02-14,154.7384
USD,2018-02-12,154.3075
USD,2018-02-09,154.4876
USD,2018-02-08,154.5862
USD,2018-02-07,154.5527
USD,2018-02-06,154.2579
USD,2018-02-02,154.1543
USD,2018-02-01,153.9449
USD,2018-01-30,153.7682
USD,2018-01-29,153.7329
USD,2018-01-26,153.7388
USD,2018-01-25,153.9389
USD,2018-01-24,154.0688
USD,2018-01-23,154.0135
USD,2018-01-22,153.9447
USD,2018-01-19,153.8803
USD,2018-01-18,153.8569
USD,2018-01-17,153.9215
USD,2018-01-16,153.9100
USD,2018-01-12,153.7810
USD,2018-01-11,153.7661
USD,2018-01-10,153.8203
USD,2018-01-09,153.8052
USD,2018-01-08,153.5567
USD,2018-01-05,153.6506
USD,2018-01-04,153.7699
USD,2018-01-03,153.6377
USD,2018-01-02,153.4697
USD,2017-12-29,152.8548
USD,2017-12-28,152.6243
USD,2017-12-27,152.7775
USD,2017-12-26,152.9420
USD,2017-12-22,152.9524
USD,2017-12-21,153.0594
USD,2017-12-20,153.1487
USD,2017-12-19,153.1593
USD,2017-12-18,153.2297
USD,2017-12-15,153.3441
USD,2017-12-14,153.1463
USD,2017-12-13,153.0136
USD,2017-12-12,153.0573
USD,2017-12-11,153.1700
USD,2017-12-08,153.3593
USD,2017-12-07,153.3314
USD,2017-12-06,153.3869
USD,2017-12-05,153.6153
USD,2017-12-04,153.6882
USD,2017-11-30,153.7652
USD,2017-11-29,153.7396
USD,2017-11-28,153.6152
USD,2017-11-27,153.7513
USD,2017-11-24,153.6767
USD,2017-11-23,153.7760
USD,2017-11-22,153.8167
USD,2017-11-21,153.7552
USD,2017-11-20,153.6468
USD,2017-11-17,153.7920
USD,2017-11-16,153.7806
USD,2017-11-15,153.6061
USD,2017-11-14,153.6184
USD,2017-11-13,153.6339
USD,2017-11-10,153.5123
USD,2017-11-09,153.3588
USD,2017-11-08,153.4353
USD,2017-11-07,153.6279
USD,2017-11-06,153.6598
USD,2017-11-02,153.6980
USD,2017-11-01,153.5915
USD,2017-10-31,153.5903
USD,2017-10-30,153.5628
USD,2017-10-27,153.8000
USD,2017-10-26,153.8586
USD,2017-10-25,153.7845
USD,2017-10-24,153.7473
USD,2017-10-23,153.6467
USD,2017-10-20,153.6976
USD,2017-10-19,153.6190
USD,2017-10-17,153.6527
USD,2017-10-16,153.7464
USD,2017-10-13,153.6258
USD,2017-10-12,153.4650
USD,2017-10-11,153.3903
USD,2017-10-10,153.2885
USD,2017-10-09,153.2603
USD,2017-10-06,153.3286
USD,2017-10-04,153.2121
USD,2017-10-03,153.1394
USD,2017-10-02,153.1072
USD,2017-09-29,153.0983
USD,2017-09-28,153.1024
USD,2017-09-27,153.0245
USD,2017-09-26,152.9434
USD,2017-09-25,152.8067
USD,2017-09-22,152.8252
USD,2017-09-21,153.0503
USD,2017-09-20,153.1959
USD,2017-09-19,152.9692
USD,2017-09-18,152.9684
USD,2017-09-15,153.1269
USD,2017-09-14,152.9124
USD,2017-09-13,152.8371
USD,2017-09-12,152.8490
USD,2017-09-11,152.8017
USD,2017-09-08,152.7098
USD,2017-09-07,152.5607
USD,2017-09-06,152.5028
USD,2017-09-04,152.7656
USD,2017-08-31,152.8350
USD,2017-08-30,152.7582
USD,2017-08-29,152.9208
USD,2017-08-28,152.9633
USD,2017-08-25,152.9440
USD,2017-08-24,152.9127
USD,2017-08-23,153.1500
USD,2017-08-22,153.3000
USD,2017-08-21,153.3472
USD,2017-08-18,153.3150
USD,2017-08-17,153.2016
USD,2017-08-16,153.2080
USD,2017-08-15,153.1200
USD,2017-08-14,153.0729
USD,2017-08-11,153.1871
USD,2017-08-10,153.2262
USD,2017-08-09,153.3260
USD,2017-08-08,153.3579
USD,2017-08-04,153.4948
USD,2017-08-03,153.4864
USD,2017-08-02,153.5068
USD,2017-08-01,153.6111
USD,2017-07-31,153.7278
USD,2017-07-28,153.7357
USD,2017-07-27,153.5738
USD,2017-07-26,153.5212
USD,2017-07-25,153.5810
USD,2017-07-24,153.7052
USD,2017-07-21,153.6808
USD,2017-07-20,153.7510
USD,2017-07-19,153.7072
USD,2017-07-18,153.7026
USD,2017-07-17,153.7303
USD,2017-07-14,153.7125
USD,2017-07-13,153.7047
USD,2017-07-12,153.6652
USD,2017-07-11,153.7217
USD,2017-07-10,153.6625
USD,2017-07-07,153.7096
USD,2017-07-06,153.7243
USD,2017-07-05,153.6163
USD,2017-07-04,153.5427
USD,2017-07-03,153.5100
USD,2017-06-30,153.5100
USD,2017-06-29,153.3130
USD,2017-06-28,153.2668
USD,2017-06-27,153.2334
USD,2017-06-23,153.3453
USD,2017-06-22,153.3313
USD,2017-06-21,153.2658
USD,2017-06-20,153.0236
USD,2017-06-19,152.8500
USD,2017-06-16,152.5000
USD,2017-06-15,152.5000
USD,2017-06-14,152.5000
USD,2017-06-13,152.5000
USD,2017-06-12,152.5000
USD,2017-06-09,152.5000
USD,2017-06-07,152.4786
USD,2017-06-06,152.4966
USD,2017-06-05,152.5000
USD,2017-06-02,152.5000
USD,2017-06-01,152.5000
USD,2017-05-31,152.5000
USD,2017-05-30,152.5000
USD,2017-05-29,152.5000
USD,2017-05-26,152.5000
USD,2017-05-25,152.5000
USD,2017-05-24,152.5000
USD,2017-05-23,152.5000
USD,2017-05-22,152.5000
USD,2017-05-19,152.5000
USD,2017-05-18,152.3295
USD,2017-05-17,152.3667
USD,2017-05-16,152.3000
USD,2017-05-15,152.3769
USD,2017-05-12,152.3000
USD,2017-05-09,152.3154
USD,2017-05-08,152.3154
USD,2017-05-05,152.0455
USD,2017-05-04,152.0391
USD,2017-05-03,151.9000
USD,2017-05-02,151.9000
USD,2017-04-28,151.9000
USD,2017-04-27,151.9000
USD,2017-04-26,151.9000
USD,2017-04-25,151.8985
USD,2017-04-24,151.9000
USD,2017-04-21,151.9000
USD,2017-04-20,151.9000
USD,2017-04-19,151.9000
USD,2017-04-18,151.9000
USD,2017-04-17,151.6000
USD,2017-04-12,151.6133
USD,2017-04-11,151.6000
USD,2017-04-07,151.6000
USD,2017-04-06,151.6000
